hero_id,hero_name,role,rank,input,region,winrate,pickrate,banrate
mercy,Mercy,SUPPORT,Diamond,PC,Americas,51.5,13.4,9.0
mizuki,Mizuki,SUPPORT,Diamond,PC,Americas,48.9,11.6,10.9
moira,Moira,SUPPORT,Diamond,PC,Americas,48.8,17.8,1.1
orisa,Orisa,TANK,Diamond,PC,Americas,44.0,6.4,4.2
pharah,Pharah,DAMAGE,Diamond,PC,Americas,54.8,3.6,2.8
ramattra,Ramattra,TANK,Diamond,PC,Americas,45.8,4.6,2.7
reaper,Reaper,DAMAGE,Diamond,PC,Americas,49.3,9.3,1.5
reinhardt,Reinhardt,TANK,Diamond,PC,Americas,50.7,9.6,1.0
roadhog,Roadhog,TANK,Diamond,PC,Americas,47.3,6.9,23.6
shion,Shion,DAMAGE,Diamond,PC,Americas,50.7,11.3,0.7
sierra,Sierra,DAMAGE,Diamond,PC,Americas,49.5,6.3,2.8
sigma,Sigma,TANK,Diamond,PC,Americas,49.3,7.6,3.4
sojourn,Sojourn,DAMAGE,Diamond,PC,Americas,45.5,15.7,2.3
soldier-76,Soldier: 76,DAMAGE,Diamond,PC,Americas,50.4,15.8,0.4
sombra,Sombra,DAMAGE,Diamond,PC,Americas,47.3,4.1,5.0
symmetra,Symmetra,DAMAGE,Diamond,PC,Americas,49.3,1.9,0.9
torbjorn,Torbjörn,DAMAGE,Diamond,PC,Americas,49.5,3.9,0.4
tracer,Tracer,DAMAGE,Diamond,PC,Americas,51.2,16.1,10.4
vendetta,Vendetta,DAMAGE,Diamond,PC,Americas,54.3,5.2,3.1
venture,Venture,DAMAGE,Diamond,PC,Americas,50.7,2.3,0.4
widowmaker,Widowmaker,DAMAGE,Diamond,PC,Americas,51.1,6.1,9.7
winston,Winston,TANK,Diamond,PC,Americas,51.3,9.3,2.7
wrecking-ball,Wrecking Ball,TANK,Diamond,PC,Americas,48.1,5.1,10.1
wuyang,Wuyang,SUPPORT,Diamond,PC,Americas,52.1,7.9,0.1
zarya,Zarya,TANK,Diamond,PC,Americas,46.0,6.2,22.2
zenyatta,Zenyatta,SUPPORT,Diamond,PC,Americas,51.1,11.3,3.1
ana,Ana,SUPPORT,Diamond,PC,Europe,50.6,46.7,8.8
anran,Anran,DAMAGE,Diamond,PC,Europe,51.7,5.6,7.5
ashe,Ashe,DAMAGE,Diamond,PC,Europe,52.1,12.2,1.1
baptiste,Baptiste,SUPPORT,Diamond,PC,Europe,50.0,9.2,0.1
bastion,Bastion,DAMAGE,Diamond,PC,Europe,47.0,9.2,5.4
brigitte,Brigitte,SUPPORT,Diamond,PC,Europe,52.5,6.6,0.3
cassidy,Cassidy,DAMAGE,Diamond,PC,Europe,45.7,25.9,15.4
dmon,D.Mon,TANK,Diamond,PC,Europe,59.1,9.5,38.5
dva,D.Va,TANK,Diamond,PC,Europe,46.1,5.8,14.6
domina,Domina,TANK,Diamond,PC,Europe,50.9,2.6,0.8
doomfist,Doomfist,TANK,Diamond,PC,Europe,50.7,10.7,19.4
echo,Echo,DAMAGE,Diamond,PC,Europe,50.8,4.8,0.4
emre,Emre,DAMAGE,Diamond,PC,Europe,48.6,6.0,0.1
freja,Freja,DAMAGE,Diamond,PC,Europe,46.6,5.2,46.0
genji,Genji,DAMAGE,Diamond,PC,Europe,51.4,15.9,3.4
hanzo,Hanzo,DAMAGE,Diamond,PC,Europe,49.9,7.4,1.9
hazard,Hazard,TANK,Diamond,PC,Europe,51.2,5.3,9.4
illari,Illari,SUPPORT,Diamond,PC,Europe,50.7,4.3,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Diamond,PC,Europe,52.2,7.5,61.0
junker-queen,Junker Queen,TANK,Diamond,PC,Europe,53.1,4.7,0.3
junkrat,Junkrat,DAMAGE,Diamond,PC,Europe,52.4,5.2,1.3
juno,Juno,SUPPORT,Diamond,PC,Europe,51.7,18.4,0.2
kiriko,Kiriko,SUPPORT,Diamond,PC,Europe,43.7,31.1,7.6
lifeweaver,Lifeweaver,SUPPORT,Diamond,PC,Europe,49.6,10.7,1.2
lucio,Lúcio,SUPPORT,Diamond,PC,Europe,52.1,5.6,0.2
mauga,Mauga,TANK,Diamond,PC,Europe,44.6,4.4,25.2
mei,Mei,DAMAGE,Diamond,PC,Europe,48.4,4.6,0.7
mercy,Mercy,SUPPORT,Diamond,PC,Europe,51.0,14.9,12.8
mizuki,Mizuki,SUPPORT,Diamond,PC,Europe,48.3,10.3,9.1
moira,Moira,SUPPORT,Diamond,PC,Europe,49.0,16.3,1.1
orisa,Orisa,TANK,Diamond,PC,Europe,44.3,6.7,5.3
pharah,Pharah,DAMAGE,Diamond,PC,Europe,52.6,4.5,5.5
ramattra,Ramattra,TANK,Diamond,PC,Europe,44.5,3.8,2.0
reaper,Reaper,DAMAGE,Diamond,PC,Europe,49.8,7.7,1.0
reinhardt,Reinhardt,TANK,Diamond,PC,Europe,51.0,9.3,1.0
roadhog,Roadhog,TANK,Diamond,PC,Europe,46.7,7.8,17.3
shion,Shion,DAMAGE,Diamond,PC,Europe,50.4,10.0,0.6
sierra,Sierra,DAMAGE,Diamond,PC,Europe,47.4,6.0,2.0
sigma,Sigma,TANK,Diamond,PC,Europe,49.3,8.3,3.7
sojourn,Sojourn,DAMAGE,Diamond,PC,Europe,47.0,15.9,1.6
soldier-76,Soldier: 76,DAMAGE,Diamond,PC,Europe,50.5,15.3,0.3
sombra,Sombra,DAMAGE,Diamond,PC,Europe,46.8,3.9,3.3
symmetra,Symmetra,DAMAGE,Diamond,PC,Europe,50.0,1.6,0.7
torbjorn,Torbjörn,DAMAGE,Diamond,PC,Europe,50.8,3.7,0.4
tracer,Tracer,DAMAGE,Diamond,PC,Europe,52.0,14.5,11.5
vendetta,Vendetta,DAMAGE,Diamond,PC,Europe,53.4,4.9,2.7
venture,Venture,DAMAGE,Diamond,PC,Europe,51.7,2.0,0.2
widowmaker,Widowmaker,DAMAGE,Diamond,PC,Europe,51.8,7.9,12.6
winston,Winston,TANK,Diamond,PC,Europe,51.7,9.4,3.7
wrecking-ball,Wrecking Ball,TANK,Diamond,PC,Europe,49.4,5.6,15.3
wuyang,Wuyang,SUPPORT,Diamond,PC,Europe,51.6,6.8,0.2
zarya,Zarya,TANK,Diamond,PC,Europe,46.3,6.1,18.7
zenyatta,Zenyatta,SUPPORT,Diamond,PC,Europe,51.2,11.7,4.7
ana,Ana,SUPPORT,Diamond,PC,Asia,51.6,50.3,6.1
anran,Anran,DAMAGE,Diamond,PC,Asia,51.9,6.4,2.0
ashe,Ashe,DAMAGE,Diamond,PC,Asia,51.4,6.9,0.1
baptiste,Baptiste,SUPPORT,Diamond,PC,Asia,48.7,9.4,0.1
bastion,Bastion,DAMAGE,Diamond,PC,Asia,49.2,5.3,1.2
brigitte,Brigitte,SUPPORT,Diamond,PC,Asia,51.6,10.0,0.5
cassidy,Cassidy,DAMAGE,Diamond,PC,Asia,48.1,33.2,8.1
dmon,D.Mon,TANK,Diamond,PC,Asia,58.7,9.3,34.2
dva,D.Va,TANK,Diamond,PC,Asia,44.2,4.4,3.5
domina,Domina,TANK,Diamond,PC,Asia,53.1,1.8,0.2
doomfist,Doomfist,TANK,Diamond,PC,Asia,48.9,11.6,19.1
echo,Echo,DAMAGE,Diamond,PC,Asia,51.1,5.4,0.6
emre,Emre,DAMAGE,Diamond,PC,Asia,51.1,6.3,0.1
freja,Freja,DAMAGE,Diamond,PC,Asia,46.0,4.8,49.5
genji,Genji,DAMAGE,Diamond,PC,Asia,50.0,12.4,0.2
hanzo,Hanzo,DAMAGE,Diamond,PC,Asia,47.1,3.5,0.3
hazard,Hazard,TANK,Diamond,PC,Asia,50.7,5.2,2.1
illari,Illari,SUPPORT,Diamond,PC,Asia,50.0,4.4,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Diamond,PC,Asia,50.6,7.4,66.5
junker-queen,Junker Queen,TANK,Diamond,PC,Asia,53.2,3.2,0.2
junkrat,Junkrat,DAMAGE,Diamond,PC,Asia,49.9,4.4,0.3
juno,Juno,SUPPORT,Diamond,PC,Asia,52.5,8.7,0.1
kiriko,Kiriko,SUPPORT,Diamond,PC,Asia,45.7,35.9,1.9
lifeweaver,Lifeweaver,SUPPORT,Diamond,PC,Asia,47.7,5.6,0.6
lucio,Lúcio,SUPPORT,Diamond,PC,Asia,48.1,4.9,0.1
mauga,Mauga,TANK,Diamond,PC,Asia,38.8,3.5,15.1
mei,Mei,DAMAGE,Diamond,PC,Asia,48.2,4.6,1.6
mercy,Mercy,SUPPORT,Diamond,PC,Asia,44.7,3.1,0.3
mizuki,Mizuki,SUPPORT,Diamond,PC,Asia,48.9,11.1,13.0
moira,Moira,SUPPORT,Diamond,PC,Asia,49.9,18.0,1.2
orisa,Orisa,TANK,Diamond,PC,Asia,47.2,9.3,12.8
pharah,Pharah,DAMAGE,Diamond,PC,Asia,53.4,6.9,33.6
ramattra,Ramattra,TANK,Diamond,PC,Asia,48.4,4.5,1.7
reaper,Reaper,DAMAGE,Diamond,PC,Asia,49.4,12.0,3.0
reinhardt,Reinhardt,TANK,Diamond,PC,Asia,47.4,6.8,1.0
roadhog,Roadhog,TANK,Diamond,PC,Asia,43.1,4.7,3.6
shion,Shion,DAMAGE,Diamond,PC,Asia,51.3,12.5,0.4
sierra,Sierra,DAMAGE,Diamond,PC,Asia,47.6,5.9,1.1
sigma,Sigma,TANK,Diamond,PC,Asia,52.1,9.4,4.0
sojourn,Sojourn,DAMAGE,Diamond,PC,Asia,47.2,14.0,0.1
soldier-76,Soldier: 76,DAMAGE,Diamond,PC,Asia,51.0,8.3,0.5
sombra,Sombra,DAMAGE,Diamond,PC,Asia,47.4,4.4,3.0
symmetra,Symmetra,DAMAGE,Diamond,PC,Asia,52.0,3.0,1.3
torbjorn,Torbjörn,DAMAGE,Diamond,PC,Asia,49.6,6.2,0.9
tracer,Tracer,DAMAGE,Diamond,PC,Asia,51.1,20.3,3.9
vendetta,Vendetta,DAMAGE,Diamond,PC,Asia,51.3,6.6,27.8
venture,Venture,DAMAGE,Diamond,PC,Asia,52.7,2.9,0.2
widowmaker,Widowmaker,DAMAGE,Diamond,PC,Asia,47.1,3.6,1.6
winston,Winston,TANK,Diamond,PC,Asia,52.9,15.7,10.1
wrecking-ball,Wrecking Ball,TANK,Diamond,PC,Asia,48.5,5.3,5.7
wuyang,Wuyang,SUPPORT,Diamond,PC,Asia,53.0,21.0,1.2
zarya,Zarya,TANK,Diamond,PC,Asia,50.0,5.4,27.0
zenyatta,Zenyatta,SUPPORT,Diamond,PC,Asia,50.4,10.4,1.5
ana,Ana,SUPPORT,Diamond,Console,Americas,49.3,31.5,10.3
anran,Anran,DAMAGE,Diamond,Console,Americas,50.1,7.2,8.1
ashe,Ashe,DAMAGE,Diamond,Console,Americas,52.8,15.8,5.0
baptiste,Baptiste,SUPPORT,Diamond,Console,Americas,51.6,15.0,0.9
bastion,Bastion,DAMAGE,Diamond,Console,Americas,46.8,13.3,13.0
brigitte,Brigitte,SUPPORT,Diamond,Console,Americas,52.7,7.7,0.2
cassidy,Cassidy,DAMAGE,Diamond,Console,Americas,46.3,20.9,8.6
dmon,D.Mon,TANK,Diamond,Console,Americas,59.8,12.3,21.4
dva,D.Va,TANK,Diamond,Console,Americas,49.5,7.5,30.3
domina,Domina,TANK,Diamond,Console,Americas,51.0,3.6,1.4
doomfist,Doomfist,TANK,Diamond,Console,Americas,50.9,9.2,5.9
echo,Echo,DAMAGE,Diamond,Console,Americas,50.8,3.1,0.1
emre,Emre,DAMAGE,Diamond,Console,Americas,47.1,7.9,0.2
freja,Freja,DAMAGE,Diamond,Console,Americas,48.3,4.8,4.9
genji,Genji,DAMAGE,Diamond,Console,Americas,52.1,10.7,1.9
hanzo,Hanzo,DAMAGE,Diamond,Console,Americas,51.1,5.5,0.3
hazard,Hazard,TANK,Diamond,Console,Americas,51.2,4.1,1.5
illari,Illari,SUPPORT,Diamond,Console,Americas,51.5,6.1,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Diamond,Console,Americas,49.8,11.8,16.3
junker-queen,Junker Queen,TANK,Diamond,Console,Americas,51.5,4.1,0.2
junkrat,Junkrat,DAMAGE,Diamond,Console,Americas,51.3,4.6,0.6
juno,Juno,SUPPORT,Diamond,Console,Americas,52.9,26.8,0.2
kiriko,Kiriko,SUPPORT,Diamond,Console,Americas,41.8,17.6,2.3
lifeweaver,Lifeweaver,SUPPORT,Diamond,Console,Americas,48.1,13.0,0.6
lucio,Lúcio,SUPPORT,Diamond,Console,Americas,51.8,5.6,0.3
mauga,Mauga,TANK,Diamond,Console,Americas,48.8,4.6,58.5
mei,Mei,DAMAGE,Diamond,Console,Americas,48.2,6.5,1.0
mercy,Mercy,SUPPORT,Diamond,Console,Americas,51.7,15.1,28.3
mizuki,Mizuki,SUPPORT,Diamond,Console,Americas,49.0,12.3,5.9
moira,Moira,SUPPORT,Diamond,Console,Americas,46.6,20.6,0.9
orisa,Orisa,TANK,Diamond,Console,Americas,47.8,12.1,22.0
pharah,Pharah,DAMAGE,Diamond,Console,Americas,50.9,1.1,0.1
ramattra,Ramattra,TANK,Diamond,Console,Americas,42.9,5.3,2.3
reaper,Reaper,DAMAGE,Diamond,Console,Americas,49.6,12.1,1.2
reinhardt,Reinhardt,TANK,Diamond,Console,Americas,49.3,8.3,0.7
roadhog,Roadhog,TANK,Diamond,Console,Americas,46.1,8.7,16.6
shion,Shion,DAMAGE,Diamond,Console,Americas,50.1,8.8,0.3
sierra,Sierra,DAMAGE,Diamond,Console,Americas,46.3,7.5,4.3
sigma,Sigma,TANK,Diamond,Console,Americas,46.5,6.1,2.2
sojourn,Sojourn,DAMAGE,Diamond,Console,Americas,45.6,11.0,0.9
soldier-76,Soldier: 76,DAMAGE,Diamond,Console,Americas,50.3,25.5,2.5
sombra,Sombra,DAMAGE,Diamond,Console,Americas,50.2,4.8,58.5
symmetra,Symmetra,DAMAGE,Diamond,Console,Americas,48.9,2.6,4.6
torbjorn,Torbjörn,DAMAGE,Diamond,Console,Americas,50.3,4.7,1.2
tracer,Tracer,DAMAGE,Diamond,Console,Americas,53.3,9.8,20.6
vendetta,Vendetta,DAMAGE,Diamond,Console,Americas,52.4,3.1,0.2
venture,Venture,DAMAGE,Diamond,Console,Americas,50.2,1.7,0.1
widowmaker,Widowmaker,DAMAGE,Diamond,Console,Americas,53.7,6.7,19.4
winston,Winston,TANK,Diamond,Console,Americas,49.1,4.5,0.6
wrecking-ball,Wrecking Ball,TANK,Diamond,Console,Americas,50.1,4.2,3.2
wuyang,Wuyang,SUPPORT,Diamond,Console,Americas,51.3,4.2,0.0
zarya,Zarya,TANK,Diamond,Console,Americas,42.9,5.4,14.3
zenyatta,Zenyatta,SUPPORT,Diamond,Console,Americas,51.3,12.6,2.8
ana,Ana,SUPPORT,Diamond,Console,Europe,49.6,38.0,9.3
anran,Anran,DAMAGE,Diamond,Console,Europe,50.4,5.6,3.1
ashe,Ashe,DAMAGE,Diamond,Console,Europe,54.1,18.7,3.8
baptiste,Baptiste,SUPPORT,Diamond,Console,Europe,53.0,18.8,1.3
bastion,Bastion,DAMAGE,Diamond,Console,Europe,46.9,14.4,14.0
brigitte,Brigitte,SUPPORT,Diamond,Console,Europe,53.1,7.1,0.4
cassidy,Cassidy,DAMAGE,Diamond,Console,Europe,46.1,22.6,8.5
dmon,D.Mon,TANK,Diamond,Console,Europe,59.7,10.3,16.6
dva,D.Va,TANK,Diamond,Console,Europe,52.1,6.7,55.2
domina,Domina,TANK,Diamond,Console,Europe,50.0,2.7,0.6
doomfist,Doomfist,TANK,Diamond,Console,Europe,50.5,9.6,4.7
echo,Echo,DAMAGE,Diamond,Console,Europe,52.1,2.4,0.1
emre,Emre,DAMAGE,Diamond,Console,Europe,47.8,7.2,0.1
freja,Freja,DAMAGE,Diamond,Console,Europe,46.8,4.2,3.0
genji,Genji,DAMAGE,Diamond,Console,Europe,49.7,10.9,1.6
hanzo,Hanzo,DAMAGE,Diamond,Console,Europe,49.2,6.3,0.2
hazard,Hazard,TANK,Diamond,Console,Europe,47.9,4.2,1.1
illari,Illari,SUPPORT,Diamond,Console,Europe,52.2,8.0,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Diamond,Console,Europe,50.6,14.4,12.5
junker-queen,Junker Queen,TANK,Diamond,Console,Europe,52.3,3.2,0.0
junkrat,Junkrat,DAMAGE,Diamond,Console,Europe,51.9,3.8,0.3
juno,Juno,SUPPORT,Diamond,Console,Europe,51.0,20.4,0.1
kiriko,Kiriko,SUPPORT,Diamond,Console,Europe,42.0,20.1,2.0
lifeweaver,Lifeweaver,SUPPORT,Diamond,Console,Europe,47.9,11.9,0.4
lucio,Lúcio,SUPPORT,Diamond,Console,Europe,53.2,5.3,0.3
mauga,Mauga,TANK,Diamond,Console,Europe,48.5,5.7,57.3
mei,Mei,DAMAGE,Diamond,Console,Europe,46.9,4.8,0.6
mercy,Mercy,SUPPORT,Diamond,Console,Europe,51.3,13.3,38.5
mizuki,Mizuki,SUPPORT,Diamond,Console,Europe,49.5,10.2,3.1
moira,Moira,SUPPORT,Diamond,Console,Europe,46.9,16.3,0.9
orisa,Orisa,TANK,Diamond,Console,Europe,49.8,13.6,29.1
pharah,Pharah,DAMAGE,Diamond,Console,Europe,50.2,1.5,0.2
ramattra,Ramattra,TANK,Diamond,Console,Europe,44.5,4.0,1.3
reaper,Reaper,DAMAGE,Diamond,Console,Europe,51.0,12.7,3.2
reinhardt,Reinhardt,TANK,Diamond,Console,Europe,49.9,7.7,0.6
roadhog,Roadhog,TANK,Diamond,Console,Europe,45.6,10.4,10.1
shion,Shion,DAMAGE,Diamond,Console,Europe,50.5,6.9,0.2
sierra,Sierra,DAMAGE,Diamond,Console,Europe,48.3,6.2,1.0
sigma,Sigma,TANK,Diamond,Console,Europe,47.0,7.8,2.6
sojourn,Sojourn,DAMAGE,Diamond,Console,Europe,45.3,11.4,0.5
soldier-76,Soldier: 76,DAMAGE,Diamond,Console,Europe,49.8,27.9,2.3
sombra,Sombra,DAMAGE,Diamond,Console,Europe,49.4,4.5,49.5
symmetra,Symmetra,DAMAGE,Diamond,Console,Europe,49.1,1.9,1.9
torbjorn,Torbjörn,DAMAGE,Diamond,Console,Europe,52.3,3.7,0.5
tracer,Tracer,DAMAGE,Diamond,Console,Europe,53.7,11.2,12.7
vendetta,Vendetta,DAMAGE,Diamond,Console,Europe,50.4,2.4,0.2
venture,Venture,DAMAGE,Diamond,Console,Europe,51.7,1.3,0.1
widowmaker,Widowmaker,DAMAGE,Diamond,Console,Europe,53.7,7.5,43.8
winston,Winston,TANK,Diamond,Console,Europe,50.9,4.9,0.4
wrecking-ball,Wrecking Ball,TANK,Diamond,Console,Europe,47.5,4.6,2.2
wuyang,Wuyang,SUPPORT,Diamond,Console,Europe,49.8,3.7,0.0
zarya,Zarya,TANK,Diamond,Console,Europe,41.6,4.6,11.2
zenyatta,Zenyatta,SUPPORT,Diamond,Console,Europe,50.9,12.4,1.8
ana,Ana,SUPPORT,Diamond,Console,Asia,50.1,50.6,3.7
anran,Anran,DAMAGE,Diamond,Console,Asia,46.1,7.1,3.4
ashe,Ashe,DAMAGE,Diamond,Console,Asia,53.0,12.2,0.5
baptiste,Baptiste,SUPPORT,Diamond,Console,Asia,52.5,19.6,0.9
bastion,Bastion,DAMAGE,Diamond,Console,Asia,49.4,9.4,6.2
brigitte,Brigitte,SUPPORT,Diamond,Console,Asia,51.1,10.9,0.6
cassidy,Cassidy,DAMAGE,Diamond,Console,Asia,47.0,27.4,7.1
dmon,D.Mon,TANK,Diamond,Console,Asia,58.9,10.1,28.5
dva,D.Va,TANK,Diamond,Console,Asia,52.2,8.7,18.2
domina,Domina,TANK,Diamond,Console,Asia,51.3,2.9,0.4
doomfist,Doomfist,TANK,Diamond,Console,Asia,46.9,9.9,9.3
echo,Echo,DAMAGE,Diamond,Console,Asia,53.5,3.2,0.1
emre,Emre,DAMAGE,Diamond,Console,Asia,48.2,6.6,0.1
freja,Freja,DAMAGE,Diamond,Console,Asia,47.1,3.7,19.8
genji,Genji,DAMAGE,Diamond,Console,Asia,48.2,9.9,0.5
hanzo,Hanzo,DAMAGE,Diamond,Console,Asia,50.0,2.7,0.1
hazard,Hazard,TANK,Diamond,Console,Asia,49.7,3.6,0.7
illari,Illari,SUPPORT,Diamond,Console,Asia,54.3,6.1,0.3
jetpack-cat,Jetpack Cat,SUPPORT,Diamond,Console,Asia,51.5,11.1,42.2
junker-queen,Junker Queen,TANK,Diamond,Console,Asia,51.4,2.2,0.0
junkrat,Junkrat,DAMAGE,Diamond,Console,Asia,51.2,3.1,0.2
juno,Juno,SUPPORT,Diamond,Console,Asia,52.2,14.5,0.1
kiriko,Kiriko,SUPPORT,Diamond,Console,Asia,43.4,25.2,0.4
lifeweaver,Lifeweaver,SUPPORT,Diamond,Console,Asia,44.7,5.3,0.3
lucio,Lúcio,SUPPORT,Diamond,Console,Asia,50.9,4.8,0.1
mauga,Mauga,TANK,Diamond,Console,Asia,46.3,3.8,38.3
mei,Mei,DAMAGE,Diamond,Console,Asia,47.8,5.0,1.5
mercy,Mercy,SUPPORT,Diamond,Console,Asia,47.4,2.2,0.5
mizuki,Mizuki,SUPPORT,Diamond,Console,Asia,49.2,11.0,9.8
moira,Moira,SUPPORT,Diamond,Console,Asia,48.5,15.7,1.1
orisa,Orisa,TANK,Diamond,Console,Asia,50.6,15.0,23.9
pharah,Pharah,DAMAGE,Diamond,Console,Asia,52.3,2.9,1.3
ramattra,Ramattra,TANK,Diamond,Console,Asia,45.6,4.5,3.5
reaper,Reaper,DAMAGE,Diamond,Console,Asia,51.6,14.4,5.3
reinhardt,Reinhardt,TANK,Diamond,Console,Asia,47.6,6.8,0.8
roadhog,Roadhog,TANK,Diamond,Console,Asia,43.2,4.3,1.8
shion,Shion,DAMAGE,Diamond,Console,Asia,52.7,10.1,0.3
sierra,Sierra,DAMAGE,Diamond,Console,Asia,49.4,6.6,1.0
sigma,Sigma,TANK,Diamond,Console,Asia,50.1,9.2,3.1
sojourn,Sojourn,DAMAGE,Diamond,Console,Asia,45.8,13.8,0.2
soldier-76,Soldier: 76,DAMAGE,Diamond,Console,Asia,49.8,13.4,3.0
sombra,Sombra,DAMAGE,Diamond,Console,Asia,52.3,4.9,57.2
symmetra,Symmetra,DAMAGE,Diamond,Console,Asia,49.7,3.3,11.0
torbjorn,Torbjörn,DAMAGE,Diamond,Console,Asia,50.8,6.6,2.2
tracer,Tracer,DAMAGE,Diamond,Console,Asia,51.1,22.3,10.4
vendetta,Vendetta,DAMAGE,Diamond,Console,Asia,48.6,4.6,5.5
venture,Venture,DAMAGE,Diamond,Console,Asia,51.7,2.2,0.1
widowmaker,Widowmaker,DAMAGE,Diamond,Console,Asia,54.5,4.5,11.8
winston,Winston,TANK,Diamond,Console,Asia,51.7,9.4,5.2
wrecking-ball,Wrecking Ball,TANK,Diamond,Console,Asia,45.9,4.7,5.9
wuyang,Wuyang,SUPPORT,Diamond,Console,Asia,51.3,12.0,1.3
zarya,Zarya,TANK,Diamond,Console,Asia,45.1,4.9,14.1
zenyatta,Zenyatta,SUPPORT,Diamond,Console,Asia,50.1,11.1,1.4
ana,Ana,SUPPORT,Master,PC,Americas,51.1,43.1,8.5
anran,Anran,DAMAGE,Master,PC,Americas,50.7,3.9,2.9
ashe,Ashe,DAMAGE,Master,PC,Americas,53.0,9.7,0.6
baptiste,Baptiste,SUPPORT,Master,PC,Americas,50.9,9.0,0.1
bastion,Bastion,DAMAGE,Master,PC,Americas,48.2,6.3,2.7
brigitte,Brigitte,SUPPORT,Master,PC,Americas,52.2,10.5,0.7
cassidy,Cassidy,DAMAGE,Master,PC,Americas,47.8,27.7,17.6
dmon,D.Mon,TANK,Master,PC,Americas,61.7,10.5,56.9
dva,D.Va,TANK,Master,PC,Americas,45.9,5.9,6.6
domina,Domina,TANK,Master,PC,Americas,51.8,2.4,0.4
doomfist,Doomfist,TANK,Master,PC,Americas,50.1,11.5,12.1
echo,Echo,DAMAGE,Master,PC,Americas,50.3,4.2,0.4
emre,Emre,DAMAGE,Master,PC,Americas,48.9,6.1,0.1
freja,Freja,DAMAGE,Master,PC,Americas,48.7,5.5,49.3
genji,Genji,DAMAGE,Master,PC,Americas,50.4,15.5,2.0
hanzo,Hanzo,DAMAGE,Master,PC,Americas,51.0,4.8,0.6
hazard,Hazard,TANK,Master,PC,Americas,49.7,6.6,8.5
illari,Illari,SUPPORT,Master,PC,Americas,52.5,4.2,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Master,PC,Americas,51.4,6.2,72.1
junker-queen,Junker Queen,TANK,Master,PC,Americas,53.2,5.1,0.5
junkrat,Junkrat,DAMAGE,Master,PC,Americas,51.1,3.6,0.8
juno,Juno,SUPPORT,Master,PC,Americas,51.0,20.6,0.2
kiriko,Kiriko,SUPPORT,Master,PC,Americas,44.3,35.6,9.0
lifeweaver,Lifeweaver,SUPPORT,Master,PC,Americas,49.4,7.1,0.6
lucio,Lúcio,SUPPORT,Master,PC,Americas,51.1,8.5,0.6
mauga,Mauga,TANK,Master,PC,Americas,44.6,4.5,28.0
mei,Mei,DAMAGE,Master,PC,Americas,51.1,4.2,0.5
mercy,Mercy,SUPPORT,Master,PC,Americas,50.0,12.4,6.5
mizuki,Mizuki,SUPPORT,Master,PC,Americas,50.0,11.3,11.6
moira,Moira,SUPPORT,Master,PC,Americas,50.1,12.7,0.7
orisa,Orisa,TANK,Master,PC,Americas,47.7,6.2,3.8
pharah,Pharah,DAMAGE,Master,PC,Americas,54.4,3.9,2.7
ramattra,Ramattra,TANK,Master,PC,Americas,45.8,3.4,1.4
reaper,Reaper,DAMAGE,Master,PC,Americas,48.6,9.0,1.8
reinhardt,Reinhardt,TANK,Master,PC,Americas,48.7,7.4,1.4
roadhog,Roadhog,TANK,Master,PC,Americas,48.1,5.8,18.4
shion,Shion,DAMAGE,Master,PC,Americas,50.5,14.9,0.8
sierra,Sierra,DAMAGE,Master,PC,Americas,46.5,3.9,0.7
sigma,Sigma,TANK,Master,PC,Americas,48.9,7.6,3.6
sojourn,Sojourn,DAMAGE,Master,PC,Americas,46.4,19.0,1.9
soldier-76,Soldier: 76,DAMAGE,Master,PC,Americas,49.9,13.4,0.3
sombra,Sombra,DAMAGE,Master,PC,Americas,48.5,3.3,1.0
symmetra,Symmetra,DAMAGE,Master,PC,Americas,51.1,1.9,0.6
torbjorn,Torbjörn,DAMAGE,Master,PC,Americas,49.3,4.1,0.3
tracer,Tracer,DAMAGE,Master,PC,Americas,51.8,21.9,13.8
vendetta,Vendetta,DAMAGE,Master,PC,Americas,53.3,4.8,3.2
venture,Venture,DAMAGE,Master,PC,Americas,51.9,1.7,0.2
widowmaker,Widowmaker,DAMAGE,Master,PC,Americas,48.6,6.6,9.6
winston,Winston,TANK,Master,PC,Americas,52.4,10.9,2.1
wrecking-ball,Wrecking Ball,TANK,Master,PC,Americas,44.4,5.4,5.7
wuyang,Wuyang,SUPPORT,Master,PC,Americas,50.7,9.1,0.1
zarya,Zarya,TANK,Master,PC,Americas,48.0,6.7,16.6
zenyatta,Zenyatta,SUPPORT,Master,PC,Americas,49.6,9.7,2.4
ana,Ana,SUPPORT,Master,PC,Europe,51.2,46.7,9.1
anran,Anran,DAMAGE,Master,PC,Europe,50.0,3.5,2.0
ashe,Ashe,DAMAGE,Master,PC,Europe,53.7,10.0,0.3
baptiste,Baptiste,SUPPORT,Master,PC,Europe,51.2,9.0,0.1
bastion,Bastion,DAMAGE,Master,PC,Europe,48.7,7.9,4.2
brigitte,Brigitte,SUPPORT,Master,PC,Europe,53.3,10.3,1.0
cassidy,Cassidy,DAMAGE,Master,PC,Europe,46.4,28.1,19.1
